i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1,Zones(hierarchy) unit1 scale1
42,49,56,48260.0,49980.0,-2888.09658813,24.0
39,54,56,48140.0,50180.0,-2886.79473877,24.0
42,49,55,48260.0,49980.0,-2884.24633789,23.0
39,54,55,48140.0,50180.0,-2882.45205688,23.0
42,49,54,48260.0,49980.0,-2880.39611816,22.0
39,54,54,48140.0,50180.0,-2878.109375,22.0
42,49,53,48260.0,49980.0,-2876.54589844,21.0
41,51,53,48220.0,50060.0,-2889.11782837,24.0
39,54,53,48140.0,50180.0,-2873.76669312,21.0
42,49,52,48260.0,49980.0,-2872.69567871,20.0
41,51,52,48220.0,50060.0,-2883.99942017,23.0
39,54,52,48140.0,50180.0,-2869.42401123,20.0
42,49,51,48260.0,49980.0,-2868.84545898,19.0
41,51,51,48220.0,50060.0,-2878.881073,22.0
39,54,51,48140.0,50180.0,-2865.08135986,19.0
84,59,51,49940.0,50380.0,-2902.10647583,24.0
42,49,50,48260.0,49980.0,-2864.99523926,18.0
41,51,50,48220.0,50060.0,-2873.76269531,21.0
40,52,50,48180.0,50100.0,-2885.4680481,24.0
39,54,50,48140.0,50180.0,-2860.7387085,18.0
72,56,50,49460.0,50260.0,-2859.06515503,24.0
85,60,50,49980.0,50420.0,-2895.97961426,24.0
68,72,50,49300.0,50900.0,-2774.39419556,24.0
94,78,50,50340.0,51140.0,-2796.96411133,24.0
95,79,50,50380.0,51180.0,-2800.23059082,24.0
96,79,50,50420.0,51180.0,-2798.51138306,24.0
53,95,50,48700.0,51820.0,-2686.65454102,24.0
42,48,49,48260.0,49940.0,-2868.60186768,20.0
41,51,49,48220.0,50060.0,-2868.64431763,20.0
40,52,49,48180.0,50100.0,-2880.75686646,23.0
72,56,49,49460.0,50260.0,-2852.83255005,23.0
81,57,49,49820.0,50300.0,-2904.72085571,24.0
82,58,49,49860.0,50340.0,-2901.5380249,24.0
85,60,49,49980.0,50420.0,-2888.2711792,23.0
86,61,49,50020.0,50460.0,-2888.27780151,24.0
94,78,49,50340.0,51140.0,-2792.77761841,23.0
95,79,49,50380.0,51180.0,-2796.59515381,23.0
96,79,49,50420.0,51180.0,-2795.6880188,23.0
53,95,49,48700.0,51820.0,-2682.10839844,23.0
42,48,48,48260.0,49940.0,-2864.32278442,19.0
41,50,48,48220.0,50020.0,-2886.75976562,24.0
40,52,48,48180.0,50100.0,-2876.04568481,22.0
72,56,48,49460.0,50260.0,-2846.59991455,22.0
73,56,48,49500.0,50260.0,-2863.51123047,24.0
75,56,48,49580.0,50260.0,-2870.80554199,24.0
71,57,48,49420.0,50300.0,-2837.31430054,24.0
72,57,48,49460.0,50300.0,-2835.2767334,24.0
81,57,48,49820.0,50300.0,-2897.18084717,23.0
82,58,48,49860.0,50340.0,-2893.61410522,23.0
85,60,48,49980.0,50420.0,-2880.56277466,22.0
86,61,48,50020.0,50460.0,-2880.73657227,23.0
95,79,48,50380.0,51180.0,-2792.95974731,22.0
96,79,48,50420.0,51180.0,-2792.86462402,22.0
52,95,48,48660.0,51820.0,-2685.67565918,24.0
53,95,48,48700.0,51820.0,-2677.56228638,22.0
104,96,48,50740.0,51860.0,-2918.81088257,24.0
42,48,47,48260.0,49940.0,-2860.04370117,18.0
41,50,47,48220.0,50020.0,-2881.8197937,23.0
40,52,47,48180.0,50100.0,-2871.33447266,21.0
71,55,47,49420.0,50220.0,-2874.19415283,24.0
72,56,47,49460.0,50260.0,-2840.36727905,21.0
73,56,47,49500.0,50260.0,-2856.91122437,23.0
75,56,47,49580.0,50260.0,-2864.25674438,23.0
71,57,47,49420.0,50300.0,-2836.1902771,23.0
72,57,47,49460.0,50300.0,-2832.2923584,23.0
82,58,47,49860.0,50340.0,-2885.69015503,22.0
53,60,47,48700.0,50420.0,-2746.74050903,24.0
86,61,47,50020.0,50460.0,-2873.1953125,22.0
89,63,47,50140.0,50540.0,-2869.64285278,24.0
95,78,47,50380.0,51140.0,-2795.35748291,24.0
95,79,47,50380.0,51180.0,-2789.32437134,21.0
96,79,47,50420.0,51180.0,-2790.04122925,21.0
98,92,47,50500.0,51700.0,-2891.13134766,24.0
101,94,47,50620.0,51780.0,-2907.0390625,24.0
52,95,47,48660.0,51820.0,-2681.14782715,23.0
53,95,47,48700.0,51820.0,-2673.0161438,21.0
104,96,47,50740.0,51860.0,-2913.60614014,23.0
108,99,47,50900.0,51980.0,-2926.88363647,24.0
41,50,46,48220.0,50020.0,-2876.87988281,22.0
40,52,46,48180.0,50100.0,-2866.62329102,20.0
71,55,46,49420.0,50220.0,-2868.56137085,23.0
72,56,46,49460.0,50260.0,-2834.13470459,20.0
73,56,46,49500.0,50260.0,-2850.31115723,22.0
75,56,46,49580.0,50260.0,-2857.70797729,22.0
72,57,46,49460.0,50300.0,-2829.40966797,22.0
73,57,46,49500.0,50300.0,-2837.29608154,24.0
82,58,46,49860.0,50340.0,-2877.76623535,21.0
53,60,46,48700.0,50420.0,-2742.53588867,23.0
86,61,46,50020.0,50460.0,-2865.65405273,21.0
95,78,46,50380.0,51140.0,-2792.28182983,23.0
95,79,46,50380.0,51180.0,-2785.68896484,20.0
96,79,46,50420.0,51180.0,-2787.21786499,20.0
98,92,46,50500.0,51700.0,-2888.84292603,23.0
54,94,46,48740.0,51780.0,-2690.59762573,24.0
58,94,46,48900.0,51780.0,-2694.97998047,24.0
101,94,46,50620.0,51780.0,-2903.76223755,23.0
52,95,46,48660.0,51820.0,-2676.61999512,22.0
53,95,46,48700.0,51820.0,-2668.4699707,20.0
104,96,46,50740.0,51860.0,-2909.89706421,22.0
107,98,46,50860.0,51940.0,-2925.06057739,24.0
41,50,45,48220.0,50020.0,-2871.93997192,21.0
40,52,45,48180.0,50100.0,-2861.91210938,19.0
71,55,45,49420.0,50220.0,-2862.92858887,22.0
72,55,45,49460.0,50220.0,-2880.03323364,24.0
72,56,45,49460.0,50260.0,-2827.90209961,19.0
73,56,45,49500.0,50260.0,-2843.71112061,21.0
75,56,45,49580.0,50260.0,-2851.15921021,21.0
72,57,45,49460.0,50300.0,-2827.82980347,21.0
73,57,45,49500.0,50300.0,-2834.19363403,23.0
53,60,45,48700.0,50420.0,-2738.33126831,22.0
69,72,45,49340.0,50900.0,-2761.84094238,20.0
75,74,45,49580.0,50980.0,-2738.05966187,24.0
95,78,45,50380.0,51140.0,-2789.20617676,22.0
96,79,45,50420.0,51180.0,-2784.39447021,19.0
54,94,45,48740.0,51780.0,-2688.77719116,23.0
58,94,45,48900.0,51780.0,-2689.83789062,23.0
49,95,45,48540.0,51820.0,-2676.03363037,24.0
52,95,45,48660.0,51820.0,-2672.09213257,21.0
53,95,45,48700.0,51820.0,-2663.92385864,19.0
104,96,45,50740.0,51860.0,-2908.29446411,21.0
107,98,45,50860.0,51940.0,-2919.50488281,23.0
88,185,45,50100.0,55420.0,-2795.84191895,24.0
41,50,44,48220.0,50020.0,-2867.00006104,20.0
40,52,44,48180.0,50100.0,-2857.20092773,18.0
71,55,44,49420.0,50220.0,-2857.29580688,21.0
72,55,44,49460.0,50220.0,-2873.68637085,23.0
72,56,44,49460.0,50260.0,-2821.66940308,18.0
73,56,44,49500.0,50260.0,-2837.11114502,20.0
75,56,44,49580.0,50260.0,-2844.6104126,20.0
73,57,44,49500.0,50300.0,-2831.09118652,22.0
53,60,44,48700.0,50420.0,-2734.12664795,21.0
69,72,44,49340.0,50900.0,-2758.01220703,19.0
75,74,44,49580.0,50980.0,-2736.69900513,23.0
95,78,44,50380.0,51140.0,-2786.13058472,21.0
96,79,44,50420.0,51180.0,-2781.57107544,18.0
58,94,44,48900.0,51780.0,-2684.69580078,22.0
52,95,44,48660.0,51820.0,-2667.56427002,20.0
53,95,44,48700.0,51820.0,-2659.37771606,18.0
106,96,44,50820.0,51860.0,-2923.22579956,24.0
107,98,44,50860.0,51940.0,-2913.94915771,22.0
41,50,43,48220.0,50020.0,-2862.06015015,19.0
70,55,43,49380.0,50220.0,-2868.7203064,24.0
71,55,43,49420.0,50220.0,-2851.6630249,20.0
72,55,43,49460.0,50220.0,-2867.33947754,22.0
70,56,43,49380.0,50260.0,-2845.7550354,24.0
71,56,43,49420.0,50260.0,-2852.01797485,24.0
73,56,43,49500.0,50260.0,-2830.51116943,19.0
74,56,43,49540.0,50260.0,-2867.73953247,24.0
75,56,43,49580.0,50260.0,-2838.06164551,19.0
73,57,43,49500.0,50300.0,-2828.23422241,21.0
74,57,43,49540.0,50300.0,-2842.23898315,24.0
53,60,43,48700.0,50420.0,-2729.92205811,20.0
88,63,43,50100.0,50540.0,-2866.78338623,24.0
69,72,43,49340.0,50900.0,-2754.18344116,18.0
94,77,43,50340.0,51100.0,-2790.80224609,24.0
95,78,43,50380.0,51140.0,-2783.05499268,20.0
100,93,43,50580.0,51740.0,-2902.26342773,24.0
58,94,43,48900.0,51780.0,-2679.55361938,21.0
71,94,43,49420.0,51780.0,-2686.63067627,24.0
52,95,43,48660.0,51820.0,-2663.03640747,19.0
56,95,43,48820.0,51820.0,-2689.99609375,24.0
106,96,43,50820.0,51860.0,-2917.41830444,23.0
41,50,42,48220.0,50020.0,-2857.12026978,18.0
69,55,42,49340.0,50220.0,-2865.60299683,24.0
70,55,42,49380.0,50220.0,-2863.82455444,23.0
71,55,42,49420.0,50220.0,-2846.0302124,19.0
72,55,42,49460.0,50220.0,-2860.99258423,21.0
67,56,42,49260.0,50260.0,-2842.79672241,24.0
68,56,42,49300.0,50260.0,-2843.81518555,24.0
69,56,42,49340.0,50260.0,-2843.97167969,24.0
70,56,42,49380.0,50260.0,-2841.26651001,23.0
71,56,42,49420.0,50260.0,-2846.61001587,23.0
73,56,42,49500.0,50260.0,-2823.91110229,18.0
74,56,42,49540.0,50260.0,-2861.00350952,23.0
75,56,42,49580.0,50260.0,-2831.51287842,18.0
76,56,42,49620.0,50260.0,-2873.11743164,24.0
73,57,42,49500.0,50300.0,-2826.74511719,20.0
74,57,42,49540.0,50300.0,-2837.85302734,23.0
83,59,42,49900.0,50380.0,-2896.87631226,24.0
53,60,42,48700.0,50420.0,-2725.71746826,19.0
87,62,42,50060.0,50500.0,-2877.38949585,24.0
88,63,42,50100.0,50540.0,-2860.8777771,23.0
91,65,42,50220.0,50620.0,-2852.81085205,24.0
91,75,42,50220.0,51020.0,-2769.63208008,24.0
94,77,42,50340.0,51100.0,-2787.36669922,23.0
95,78,42,50380.0,51140.0,-2779.9793396,19.0
83,84,42,49900.0,51380.0,-2827.36755371,24.0
95,90,42,50380.0,51620.0,-2870.29006958,24.0
100,93,42,50580.0,51740.0,-2895.83666992,23.0
58,94,42,48900.0,51780.0,-2674.41146851,20.0
71,94,42,49420.0,51780.0,-2681.51989746,23.0
52,95,42,48660.0,51820.0,-2658.5085144,18.0
56,95,42,48820.0,51820.0,-2685.36843872,23.0
106,96,42,50820.0,51860.0,-2911.61083984,22.0
106,97,42,50820.0,51900.0,-2921.14593506,24.0
69,55,41,49340.0,50220.0,-2861.13873291,23.0
70,55,41,49380.0,50220.0,-2858.92877197,22.0
71,55,41,49420.0,50220.0,-2840.3973999,18.0
72,55,41,49460.0,50220.0,-2854.64572144,20.0
73,55,41,49500.0,50220.0,-2885.02456665,24.0
67,56,41,49260.0,50260.0,-2840.25616455,23.0
68,56,41,49300.0,50260.0,-2840.89416504,23.0
69,56,41,49340.0,50260.0,-2840.25152588,23.0
70,56,41,49380.0,50260.0,-2836.77798462,22.0
71,56,41,49420.0,50260.0,-2841.20205688,22.0
74,56,41,49540.0,50260.0,-2854.26748657,22.0
76,56,41,49620.0,50260.0,-2867.02761841,23.0
74,57,41,49540.0,50300.0,-2833.46707153,22.0
75,57,41,49580.0,50300.0,-2846.8253479,24.0
76,57,41,49620.0,50300.0,-2851.80932617,24.0
83,59,41,49900.0,50380.0,-2888.80709839,23.0
53,60,41,48700.0,50420.0,-2721.51287842,18.0
54,60,41,48740.0,50420.0,-2747.43551636,24.0
87,62,41,50060.0,50500.0,-2870.59951782,23.0
88,63,41,50100.0,50540.0,-2854.97219849,22.0
90,64,41,50180.0,50580.0,-2860.95947266,24.0
91,65,41,50220.0,50620.0,-2847.50958252,23.0
81,69,41,49820.0,50780.0,-2749.55715942,24.0
76,74,41,49620.0,50980.0,-2739.69284058,24.0
91,75,41,50220.0,51020.0,-2765.57800293,23.0
94,77,41,50340.0,51100.0,-2783.93112183,22.0
95,78,41,50380.0,51140.0,-2776.90374756,18.0
83,84,41,49900.0,51380.0,-2823.6802063,23.0
93,89,41,50300.0,51580.0,-2857.41375732,24.0
95,90,41,50380.0,51620.0,-2864.42318726,23.0
97,91,41,50460.0,51660.0,-2887.51464844,24.0
59,93,41,48940.0,51740.0,-2694.22491455,24.0
100,93,41,50580.0,51740.0,-2889.94116211,22.0
58,94,41,48900.0,51780.0,-2669.26931763,19.0
71,94,41,49420.0,51780.0,-2676.40911865,22.0
102,94,41,50660.0,51780.0,-2913.98846436,24.0
50,95,41,48580.0,51820.0,-2677.86715698,24.0
51,95,41,48620.0,51820.0,-2682.70651245,24.0
54,95,41,48740.0,51820.0,-2687.32025146,24.0
55,95,41,48780.0,51820.0,-2688.60165405,24.0
56,95,41,48820.0,51820.0,-2680.74075317,22.0
103,95,41,50700.0,51820.0,-2917.94299316,24.0
51,96,41,48620.0,51860.0,-2678.5256958,24.0
105,96,41,50780.0,51860.0,-2921.62225342,24.0
106,96,41,50820.0,51860.0,-2905.80343628,21.0
106,97,41,50820.0,51900.0,-2915.67886353,23.0
109,97,41,50940.0,51900.0,-2930.70455933,24.0
109,99,41,50940.0,51980.0,-2929.01849365,24.0
107,118,41,50860.0,52740.0,-2766.82208252,24.0
41,49,40,48220.0,49980.0,-2884.12689209,24.0
67,54,40,49260.0,50180.0,-2879.60110474,24.0
68,54,40,49300.0,50180.0,-2883.0302124,24.0
69,54,40,49340.0,50180.0,-2885.94329834,24.0
70,54,40,49380.0,50180.0,-2889.17877197,24.0
71,54,40,49420.0,50180.0,-2893.48522949,24.0
66,55,40,49220.0,50220.0,-2857.00158691,24.0
68,55,40,49300.0,50220.0,-2863.49325562,24.0
69,55,40,49340.0,50220.0,-2856.67440796,22.0
70,55,40,49380.0,50220.0,-2854.03295898,21.0
72,55,40,49460.0,50220.0,-2848.29882812,19.0
73,55,40,49500.0,50220.0,-2878.10263062,23.0
74,55,40,49540.0,50220.0,-2889.49563599,24.0
66,56,40,49220.0,50260.0,-2839.9619751,24.0
67,56,40,49260.0,50260.0,-2837.71560669,22.0
68,56,40,49300.0,50260.0,-2837.97311401,22.0
69,56,40,49340.0,50260.0,-2836.53137207,22.0
70,56,40,49380.0,50260.0,-2832.28945923,21.0
71,56,40,49420.0,50260.0,-2835.79406738,21.0
74,56,40,49540.0,50260.0,-2847.53146362,21.0
76,56,40,49620.0,50260.0,-2860.93783569,22.0
74,57,40,49540.0,50300.0,-2829.08114624,21.0
75,57,40,49580.0,50300.0,-2841.86395264,23.0
76,57,40,49620.0,50300.0,-2846.62176514,23.0
83,59,40,49900.0,50380.0,-2880.73788452,22.0
54,60,40,48740.0,50420.0,-2743.26306152,23.0
84,60,40,49940.0,50420.0,-2890.55328369,24.0
87,62,40,50060.0,50500.0,-2863.80950928,22.0
88,63,40,50100.0,50540.0,-2849.06661987,21.0
90,64,40,50180.0,50580.0,-2855.28729248,23.0
91,65,40,50220.0,50620.0,-2842.20822144,22.0
76,74,40,49620.0,50980.0,-2735.75027466,23.0
77,74,40,49660.0,50980.0,-2741.06994629,24.0
78,74,40,49700.0,50980.0,-2742.03939819,24.0
79,74,40,49740.0,50980.0,-2744.24334717,24.0
91,75,40,50220.0,51020.0,-2761.52392578,22.0
94,77,40,50340.0,51100.0,-2780.49557495,21.0
78,78,40,49700.0,51140.0,-2831.0227356,24.0
78,81,40,49700.0,51260.0,-2817.40997314,24.0
81,83,40,49820.0,51340.0,-2824.83853149,24.0
83,84,40,49900.0,51380.0,-2819.99279785,22.0
91,88,40,50220.0,51540.0,-2847.50140381,24.0
93,89,40,50300.0,51580.0,-2853.01913452,23.0
95,90,40,50380.0,51620.0,-2860.47665405,22.0
96,90,40,50420.0,51620.0,-2883.93859863,24.0
97,91,40,50460.0,51660.0,-2880.84805298,23.0
98,91,40,50500.0,51660.0,-2896.8918457,24.0
99,92,40,50540.0,51700.0,-2898.634552,24.0
59,93,40,48940.0,51740.0,-2692.193573,23.0
60,93,40,48980.0,51740.0,-2693.27450562,24.0
100,93,40,50580.0,51740.0,-2886.80505371,21.0
101,93,40,50620.0,51740.0,-2909.72674561,24.0
55,94,40,48780.0,51780.0,-2690.3659668,24.0
56,94,40,48820.0,51780.0,-2691.03173828,24.0
57,94,40,48860.0,51780.0,-2692.99508667,24.0
58,94,40,48900.0,51780.0,-2664.12716675,18.0
59,94,40,48940.0,51780.0,-2695.66244507,24.0
71,94,40,49420.0,51780.0,-2671.29837036,21.0
102,94,40,50660.0,51780.0,-2907.4881897,23.0
50,95,40,48580.0,51820.0,-2673.35321045,23.0
51,95,40,48620.0,51820.0,-2678.24813843,23.0
54,95,40,48740.0,51820.0,-2682.89080811,23.0
55,95,40,48780.0,51820.0,-2684.14117432,23.0
56,95,40,48820.0,51820.0,-2676.11303711,21.0
103,95,40,50700.0,51820.0,-2911.47567749,23.0
50,96,40,48580.0,51860.0,-2673.53295898,24.0
51,96,40,48620.0,51860.0,-2673.5032959,23.0
52,96,40,48660.0,51860.0,-2681.8817749,24.0
105,96,40,50780.0,51860.0,-2915.53369141,23.0
106,96,40,50820.0,51860.0,-2899.99594116,20.0
106,97,40,50820.0,51900.0,-2910.21179199,22.0
107,97,40,50860.0,51900.0,-2924.74395752,24.0
109,97,40,50940.0,51900.0,-2924.70993042,23.0
108,98,40,50900.0,51940.0,-2927.1114502,24.0
109,99,40,50940.0,51980.0,-2923.48651123,23.0
110,100,40,50980.0,52020.0,-2931.20617676,24.0
111,101,40,51020.0,52060.0,-2933.54937744,24.0
107,118,40,50860.0,52740.0,-2761.08065796,23.0
112,127,40,51060.0,53100.0,-2691.18399048,24.0
87,184,40,50060.0,55380.0,-2784.03588867,24.0
90,186,40,50180.0,55460.0,-2807.41046143,24.0
48,48,39,48500.0,49940.0,-2917.18988037,24.0
41,49,39,48220.0,49980.0,-2879.21716309,23.0
50,50,39,48580.0,50020.0,-2891.47714233,24.0
52,51,39,48660.0,50060.0,-2882.52529907,24.0
60,53,39,48980.0,50140.0,-2873.32443237,24.0
63,53,39,49100.0,50140.0,-2883.14080811,24.0
64,53,39,49140.0,50140.0,-2888.19290161,24.0
66,54,39,49220.0,50180.0,-2875.86508179,24.0
67,54,39,49260.0,50180.0,-2875.68554688,23.0
68,54,39,49300.0,50180.0,-2878.8991394,23.0
69,54,39,49340.0,50180.0,-2881.44036865,23.0
70,54,39,49380.0,50180.0,-2884.34786987,23.0
71,54,39,49420.0,50180.0,-2888.17895508,23.0
76,54,39,49620.0,50180.0,-2909.86694336,24.0
77,54,39,49660.0,50180.0,-2912.3550415,24.0
66,55,39,49220.0,50220.0,-2852.98239136,23.0
67,55,39,49260.0,50220.0,-2860.67581177,24.0
68,55,39,49300.0,50220.0,-2859.52325439,23.0
69,55,39,49340.0,50220.0,-2852.21005249,21.0
70,55,39,49380.0,50220.0,-2849.13717651,20.0
72,55,39,49460.0,50220.0,-2841.95193481,18.0
73,55,39,49500.0,50220.0,-2871.18063354,22.0
74,55,39,49540.0,50220.0,-2882.25445557,23.0
78,55,39,49700.0,50220.0,-2903.36444092,24.0
45,56,39,48380.0,50260.0,-2816.77368164,24.0
66,56,39,49220.0,50260.0,-2837.2036438,23.0
67,56,39,49260.0,50260.0,-2835.17504883,21.0
68,56,39,49300.0,50260.0,-2835.05206299,21.0
69,56,39,49340.0,50260.0,-2832.81118774,21.0
70,56,39,49380.0,50260.0,-2827.80093384,20.0
71,56,39,49420.0,50260.0,-2830.3861084,20.0
74,56,39,49540.0,50260.0,-2840.79544067,20.0
76,56,39,49620.0,50260.0,-2854.84802246,21.0
79,56,39,49740.0,50260.0,-2899.33544922,24.0
74,57,39,49540.0,50300.0,-2825.05618286,20.0
75,57,39,49580.0,50300.0,-2836.90255737,22.0
76,57,39,49620.0,50300.0,-2841.43423462,22.0
53,59,39,48700.0,50380.0,-2764.47518921,24.0
83,59,39,49900.0,50380.0,-2872.66860962,21.0
54,60,39,48740.0,50420.0,-2739.09057617,22.0
84,60,39,49940.0,50420.0,-2882.97311401,23.0
85,61,39,49980.0,50460.0,-2884.68286133,24.0
87,62,39,50060.0,50500.0,-2857.01950073,21.0
88,63,39,50100.0,50540.0,-2843.16101074,20.0
89,64,39,50140.0,50580.0,-2857.09460449,24.0
90,64,39,50180.0,50580.0,-2849.61508179,22.0
91,65,39,50220.0,50620.0,-2836.90686035,21.0
64,66,39,49140.0,50660.0,-2748.53793335,24.0
65,66,39,49180.0,50660.0,-2760.7315979,24.0
80,66,39,49780.0,50660.0,-2784.87954712,24.0
92,66,39,50260.0,50660.0,-2845.69918823,24.0
93,66,39,50300.0,50660.0,-2850.6522522,24.0
66,67,39,49220.0,50700.0,-2753.33255005,24.0
67,67,39,49260.0,50700.0,-2759.01431274,24.0
68,67,39,49300.0,50700.0,-2761.89047241,24.0
69,67,39,49340.0,50700.0,-2763.38439941,24.0
81,67,39,49820.0,50700.0,-2780.89733887,24.0
91,68,39,50220.0,50740.0,-2816.20983887,24.0
88,73,39,50100.0,50940.0,-2754.88095093,24.0
76,74,39,49620.0,50980.0,-2731.80773926,22.0
77,74,39,49660.0,50980.0,-2737.04934692,23.0
78,74,39,49700.0,50980.0,-2738.14944458,23.0
79,74,39,49740.0,50980.0,-2740.35998535,23.0
90,74,39,50180.0,50980.0,-2767.91903687,24.0
79,75,39,49740.0,51020.0,-2738.66802979,24.0
91,75,39,50220.0,51020.0,-2757.46987915,21.0
94,77,39,50340.0,51100.0,-2777.06005859,20.0
76,80,39,49620.0,51220.0,-2809.86959839,24.0
78,81,39,49700.0,51260.0,-2813.16448975,23.0
81,83,39,49820.0,51340.0,-2820.65771484,23.0
83,84,39,49900.0,51380.0,-2816.3053894,21.0
82,88,39,49860.0,51540.0,-2808.62918091,24.0
91,88,39,50220.0,51540.0,-2841.9866333,23.0
93,89,39,50300.0,51580.0,-2850.77713013,22.0
94,89,39,50340.0,51580.0,-2867.3649292,24.0
95,90,39,50380.0,51620.0,-2858.80618286,21.0
96,90,39,50420.0,51620.0,-2877.17233276,23.0
97,91,39,50460.0,51660.0,-2874.18148804,22.0
98,91,39,50500.0,51660.0,-2889.91802979,23.0
99,92,39,50540.0,51700.0,-2892.24197388,23.0
60,93,39,48980.0,51740.0,-2688.25408936,23.0
61,93,39,49020.0,51740.0,-2692.96789551,24.0
101,93,39,50620.0,51740.0,-2903.01608276,23.0
55,94,39,48780.0,51780.0,-2685.71398926,23.0
56,94,39,48820.0,51780.0,-2686.26171875,23.0
57,94,39,48860.0,51780.0,-2687.97784424,23.0
59,94,39,48940.0,51780.0,-2690.58932495,23.0
60,94,39,48980.0,51780.0,-2696.41506958,24.0
70,94,39,49380.0,51780.0,-2687.39657593,24.0
71,94,39,49420.0,51780.0,-2666.18765259,20.0
72,94,39,49460.0,51780.0,-2685.73599243,24.0
102,94,39,50660.0,51780.0,-2900.98791504,22.0
103,94,39,50700.0,51780.0,-2921.43707275,24.0
50,95,39,48580.0,51820.0,-2668.96212769,22.0
51,95,39,48620.0,51820.0,-2673.7897644,22.0
54,95,39,48740.0,51820.0,-2678.46139526,22.0
55,95,39,48780.0,51820.0,-2679.68069458,22.0
56,95,39,48820.0,51820.0,-2671.48532104,20.0
57,95,39,48860.0,51820.0,-2692.56994629,24.0
58,95,39,48900.0,51820.0,-2695.44613647,24.0
77,95,39,49660.0,51820.0,-2692.46334839,24.0
78,95,39,49700.0,51820.0,-2695.45053101,24.0
79,95,39,49740.0,51820.0,-2700.27566528,24.0
103,95,39,50700.0,51820.0,-2905.00827026,22.0
104,95,39,50740.0,51820.0,-2923.54150391,24.0
105,95,39,50780.0,51820.0,-2926.69720459,24.0
106,95,39,50820.0,51820.0,-2928.0765686,24.0
107,95,39,50860.0,51820.0,-2929.76834106,24.0
108,95,39,50900.0,51820.0,-2932.42749023,24.0
50,96,39,48580.0,51860.0,-2668.62481689,23.0
51,96,39,48620.0,51860.0,-2668.48086548,22.0
52,96,39,48660.0,51860.0,-2676.93182373,23.0
53,96,39,48700.0,51860.0,-2683.6652832,24.0
54,96,39,48740.0,51860.0,-2685.42593384,24.0
79,96,39,49740.0,51860.0,-2702.64712524,24.0
80,96,39,49780.0,51860.0,-2707.29937744,24.0
81,96,39,49820.0,51860.0,-2710.93408203,24.0
82,96,39,49860.0,51860.0,-2716.42526245,24.0
105,96,39,50780.0,51860.0,-2909.44515991,22.0
106,96,39,50820.0,51860.0,-2894.18844604,19.0
107,96,39,50860.0,51860.0,-2926.10662842,24.0
108,96,39,50900.0,51860.0,-2929.93753052,24.0
109,96,39,50940.0,51860.0,-2932.60684204,24.0
80,97,39,49780.0,51900.0,-2709.22113037,24.0
81,97,39,49820.0,51900.0,-2712.37814331,24.0
82,97,39,49860.0,51900.0,-2714.18933105,24.0
83,97,39,49900.0,51900.0,-2715.90344238,24.0
106,97,39,50820.0,51900.0,-2904.74472046,21.0
107,97,39,50860.0,51900.0,-2919.19625854,23.0
108,97,39,50900.0,51900.0,-2928.27819824,24.0
109,97,39,50940.0,51900.0,-2918.71536255,22.0
110,97,39,50980.0,51900.0,-2932.32318115,24.0
80,98,39,49780.0,51940.0,-2710.83331299,24.0
81,98,39,49820.0,51940.0,-2712.71255493,24.0
82,98,39,49860.0,51940.0,-2714.01504517,24.0
83,98,39,49900.0,51940.0,-2715.59439087,24.0
108,98,39,50900.0,51940.0,-2921.46221924,23.0
109,98,39,50940.0,51940.0,-2929.32824707,24.0
110,98,39,50980.0,51940.0,-2931.18731689,24.0
111,98,39,51020.0,51940.0,-2932.45541382,24.0
112,98,39,51060.0,51940.0,-2933.30685425,24.0
81,99,39,49820.0,51980.0,-2712.33880615,24.0
82,99,39,49860.0,51980.0,-2713.31439209,24.0
83,99,39,49900.0,51980.0,-2714.69799805,24.0
109,99,39,50940.0,51980.0,-2917.95452881,22.0
110,99,39,50980.0,51980.0,-2930.91326904,24.0
113,99,39,51100.0,51980.0,-2934.31896973,24.0
83,100,39,49900.0,52020.0,-2713.39147949,24.0
84,100,39,49940.0,52020.0,-2714.69604492,24.0
98,100,39,50500.0,52020.0,-2753.62417603,24.0
110,100,39,50980.0,52020.0,-2925.96047974,23.0
115,100,39,51180.0,52020.0,-2936.73327637,24.0
99,101,39,50540.0,52060.0,-2748.31817627,24.0
111,101,39,51020.0,52060.0,-2928.35192871,23.0
116,101,39,51220.0,52060.0,-2937.45941162,24.0
116,102,39,51220.0,52100.0,-2937.24880981,24.0
114,103,39,51140.0,52140.0,-2936.47711182,24.0
115,103,39,51180.0,52140.0,-2936.78918457,24.0
103,104,39,50700.0,52180.0,-2744.46966553,24.0
116,104,39,51220.0,52180.0,-2935.27807617,24.0
85,110,39,49980.0,52420.0,-2727.29818726,24.0
88,111,39,50100.0,52460.0,-2731.20413208,24.0
89,111,39,50140.0,52460.0,-2731.5788269,24.0
90,111,39,50180.0,52460.0,-2731.78390503,24.0
91,111,39,50220.0,52460.0,-2731.56646729,24.0
88,112,39,50100.0,52500.0,-2735.10153198,24.0
92,112,39,50260.0,52500.0,-2733.6968689,24.0
91,113,39,50220.0,52540.0,-2736.82510376,24.0
92,113,39,50260.0,52540.0,-2735.85186768,24.0
93,113,39,50300.0,52540.0,-2732.76928711,24.0
94,113,39,50340.0,52540.0,-2727.27316284,24.0
97,113,39,50460.0,52540.0,-2709.38223267,24.0
